sector,season,quart_sq,square,type,NAMEBS,lat,long,YpRO,YpseroRO,Ypall,accuracy_GPS,occ,alt_true,am,af,ym,yf,flea,tick,ro,findex,tindex,tree,bsland_OK,bscode_OK,bscode_corrected,bscode_simple,bsland1_OK,bscode1_OK,Bscharact_all,X. gerbilli,X. hirtipes,X. conformis,E. oschanini,Ns. Laeviceps,Ns. turkmenicus,R. cedestis,Ms. hebes,Ct. dolichus,C. lamellifer,Ns. tersus,St. vlasovi,St. conspecta,Px. teretifrons,Ornithodoros,Haemaphysalis,Hyalomma,Rhipicephalus,Ixodes,others,Result of bacteriological analysis
7934,AU2011,21.3,21,C,bsq21b1,45.724383,75.210217,0,0,0,3,4,343,,,,1,17,0,1,17,0,0,alluvial,12C,12C,6all,C,12,12C,11,,,,,,,,1,5,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b10,45.7265,75.2113,0,0,0,4,3,346,,,1,,8,0,1,8,0,0,alluvial,34C,34C,2all,C,34,34C,8,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b11,45.7227,75.21045,,,,3,3,346,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b12,45.722467,75.21015,,,,3,2,346,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b13,45.722433,75.210583,,,,3,2,344,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b14,45.7266,75.2129,0,0,0,4,3,344,,,,1,2,0,1,2,0,1,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,2,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b15,45.72245,75.21095,,,,3,2,344,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b16,45.726583,75.215333,,,,4,2,344,,,,,na,na,0,na,na,0,alluvial,14C,4C,1all,C,14,14C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b17,45.72255,75.211417,,,,3,2,345,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b18,45.723067,75.211467,,,,3,2,345,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b19,45.726567,75.215583,,,,4,2,344,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b2,45.724167,75.21035,0,0,0,3,4,344,,,1,,0,0,1,0,0,1,alluvial,12C,12C,6all,C,12,12C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b20,45.723383,75.21175,0,0,0,3,4,346,,,2,,7,0,2,3.5,0,0,alluvial,4C,4C,1all,C,4,4C,5,,,,,,,,,2,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b21,45.7265,75.215833,,,,4,1,344,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b22,45.723967,75.211117,0,0,0,3,4,345,1,1,1,,23,0,3,7.666666667,0,0,alluvial,124C,124C,5all,C,124,124C,14,,,,,,,,2,7,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b23,45.7241,75.210667,0,0,0,3,4,345,,,1,,0,0,1,0,0,0,alluvial,12C,12C,6all,C,12,12C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b24,45.726417,75.216567,,,,4,3,347,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b25,45.724683,75.211217,0,0,0,4,4,343,,,2,2,8,0,4,2,0,0,alluvial,4C,4C,1all,C,4,4C,6,,,,,,,,,2,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b26,45.725717,75.21635,,,,4,2,346,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b27,45.72445,75.2119,,,,4,2,342,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b28,45.725317,75.216233,0,0,0,4,4,349,,,1,,0,0,1,0,0,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b29,45.723617,75.212517,,,,3,2,341,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b3,45.725367,75.21015,0,0,0,4,3,344,,,1,,2,0,1,2,0,1,alluvial,34C,34C,2all,C,34,34C,2,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b30,45.723267,75.213433,0,0,0,3,4,344,,,2,,0,0,2,0,0,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b31,45.72455,75.215283,0,0,0,4,4,345,,,1,,0,0,1,0,0,0,alluvial,124C,124C,5all,C,124,124C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b32,45.723883,75.214017,0,0,0,3,4,344,,,1,1,2,0,2,1,0,1,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,2,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b33,45.72415,75.214483,,,,3,3,349,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b34,45.724817,75.2149,,,,4,4,345,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b35,45.7243,75.21635,,,,3,4,342,,,,,na,na,0,na,na,0,alluvial,14C,4C,1all,C,14,14C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b36,45.725083,75.21475,,,,4,4,341,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b37,45.723583,75.2165,0,0,0,3,4,345,,1,,1,5,1,2,2.5,0.5,0,alluvial,34C,34C,2all,C,34,34C,5,,,,,,,,,,,,,,,,1,,,,
7934,AU2011,21.4,21,C,bsq21b38,45.723567,75.215817,,,,3,2,344,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b39,45.724783,75.213933,0,0,0,4,4,348,,2,,,11,0,2,5.5,0,1,alluvial,124C,124C,5all,C,124,124C,7,,,,,,,,1,3,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b4,45.725883,75.21015,0,0,0,4,4,345,,,1,,0,0,1,0,0,0,alluvial,34C,24C,3all,C,234,234C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b40,45.722967,75.21625,0,0,0,3,4,347,,,1,,0,0,1,0,0,1,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b41,45.724667,75.213417,,,,4,3,344,,,,,na,na,0,na,na,0,alluvial,124C,124C,5all,C,124,124C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b42,45.724083,75.213133,,,,3,3,345,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b43,45.72265,75.2164,0,0,0,3,3,346,1,,,,4,0,1,4,0,0,alluvial,34C,34C,2all,C,34,34C,4,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b44,45.72425,75.212383,,,,3,1,345,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b45,45.722633,75.216017,,,,3,2,341,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b46,45.72235,75.215733,,,,3,1,339,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b47,45.724333,75.211367,,,,3,2,344,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b48,45.722667,75.2156,,,,3,2,344,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b49,45.724667,75.210567,0,0,0,4,4,337,,,2,,21,0,2,10.5,0,1,alluvial,23C,23C,4all,C,23,23C,14,,,,,,,,,7,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b5,45.724133,75.2101,,,,3,3,346,,,,,na,na,0,na,na,0,alluvial,12C,12C,6all,C,12,12C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b50,45.7224,75.215033,,,,3,1,343,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b51,45.72285,75.214767,0,0,0,3,4,343,,,,1,4,0,1,4,0,0,alluvial,34C,34C,2all,C,34,34C,4,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b52,45.723417,75.21455,,,,3,2,343,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b53,45.7252,75.211033,0,0,0,4,4,345,1,,1,1,9,0,3,3,0,1,alluvial,34C,34C,2all,C,34,34C,7,,,,,,,,,2,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b54,45.723533,75.213817,,,,3,3,343,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b55,45.72295,75.214067,,,,3,2,343,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b56,45.725517,75.210783,0,0,0,4,4,345,,,,1,0,0,1,0,0,1,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b57,45.726267,75.210367,0,0,0,4,4,343,,,1,,2,0,1,2,0,0,alluvial,34C,24C,3all,C,234,234C,2,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b58,45.722583,75.214183,0,0,0,3,4,344,,,,2,0,0,2,0,0,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b59,45.722267,75.213517,0,0,0,3,4,343,1,1,,,19,0,2,9.5,0,0,alluvial,34C,34C,2all,C,34,34C,11,,,,6,,,,,2,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b6,45.72355,75.210617,,,,3,2,345,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b60,45.7226,75.2137,,,,3,1,343,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b61,45.726367,75.211033,0,0,0,4,4,345,,,,1,4,0,1,4,0,0,alluvial,34C,34C,2all,C,34,34C,4,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b62,45.722667,75.212917,,,,3,1,343,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b63,45.725883,75.2112,0,0,0,4,4,344,,,1,,0,0,1,0,0,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b64,45.722333,75.212583,0,0,0,3,4,349,,,,2,24,0,2,12,0,1,alluvial,24C,24C,3all,C,24,24C,23,,,,1,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b65,45.723033,75.212117,,,,3,3,345,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b66,45.725733,75.211617,,,,4,4,346,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b67,45.7259,75.211717,,,,4,1,345,,,,,na,na,0,na,na,0,alluvial,23C,23C,4all,C,23,23C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b68,45.7263,75.211767,,,,4,3,349,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,234,234C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b69,45.726067,75.212267,,,,4,3,349,,,,,na,na,0,na,na,0,alluvial,34C,24C,3all,C,234,234C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b7,45.726467,75.21015,,,,4,4,344,,,,,na,na,0,na,na,0,alluvial,23C,23C,4all,C,23,23C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b70,45.72575,75.212217,0,0,0,4,4,345,,,1,,0,0,1,0,0,1,alluvial,23C,23C,4all,C,123,123C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b71,45.725183,75.2121,,,,4,4,344,,,,,na,na,0,na,na,0,alluvial,124C,124C,5all,C,124,124C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b72,45.724767,75.2123,,,,4,3,345,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b73,45.724983,75.2127,,,,4,2,344,,,,,na,na,0,na,na,0,alluvial,12C,12C,6all,C,12,12C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b74,45.725367,75.212667,,,,4,4,344,,,,,na,na,0,na,na,0,alluvial,12C,12C,6all,C,12,12C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b75,45.72595,75.212883,,,,4,2,344,,,,,na,na,0,na,na,0,alluvial,23C,24C,3all,C,234,234C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b76,45.726083,75.213367,0,0,0,4,4,343,,,2,,15,0,2,7.5,0,0,alluvial,34C,34C,2all,C,34,34C,12,,,,1,,,,,2,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b77,45.72585,75.213367,0,0,0,4,4,345,1,,,,6,0,1,6,0,0,alluvial,12C,12C,6all,C,12,12C,1,,,,,,,,,5,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b78,45.725367,75.213233,,,,4,4,345,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,234,234C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.1,21,C,bsq21b79,45.724933,75.213317,0,0,0,4,4,345,,,1,2,3,0,3,1,0,1,alluvial,23C,23C,4all,C,23,23C,,,,,,,,,,3,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b8,45.723033,75.2107,,,,3,3,341,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b81,45.725083,75.213883,0,0,0,4,4,342,1,1,1,1,11,3,4,2.75,0.75,0,alluvial,24C,24C,3all,C,24,24C,7,,1,,,,,,,3,,,,,,3,,,,,
7934,AU2011,21.2,21,C,bsq21b82,45.725417,75.214217,0,0,0,4,4,345,,,1,,0,0,1,0,0,1,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b83,45.725783,75.213833,,,,4,2,344,,,,,na,na,0,na,na,0,alluvial,34C,34C,2all,C,34,34C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b84,45.726283,75.2142,,,,4,2,344,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b85,45.725083,75.2153,,,,4,2,343,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b86,45.724983,75.215817,,,,4,4,342,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b87,45.725367,75.215567,,,,4,2,343,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.2,21,C,bsq21b88,45.725783,75.215633,,,,4,2,343,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b89,45.723217,75.211983,,,,3,2,340,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,21.3,21,C,bsq21b9,45.722967,75.21005,0,0,0,3,4,345,,,2,,5,0,2,2.5,0,0,alluvial,34C,34C,2all,C,34,34C,4,,,,,,,,,,,1,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b90,45.724117,75.215617,0,0,0,3,4,348,,,2,,21,0,2,10.5,0,1,alluvial,12C,12C,6all,C,12,12C,19,,,,,,,,,2,,,,,,,,,,,
7934,AU2011,21.4,21,C,bsq21b91,45.723183,75.215367,0,0,0,3,4,350,1,1,,,23,0,2,11.5,0,0,alluvial,34C,34C,2all,C,34,34C,23,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.2,22,C,bsq22b1,45.735217,75.2089,,,,4,3,350,,,,,na,na,0,na,na,0,dune/sand,1HS,12HS,7sand,DEF,17,17DEF,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b10,45.733867,75.20865,0,0,0,3,4,348,,,1,,0,0,1,0,0,0,dune/sand,12HS,12HS,7sand,EF,127,127EF,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b100,45.736567,75.204033,0,0,0,4,4,349,,,,2,4,0,2,2,0,0,dune/sand,1HS,12HS,7sand,EF,17,17EF,2,,,,,,,,,2,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b101,45.737117,75.204633,0,0,0,4,4,350,,,1,,6,0,1,6,0,1,alluvial,34C,34C,2all,C,34,34C,1,,,,1,,,,2,2,,,,,,,,,,,
7934,AU2011,22.2,22,C,bsq22b102,45.735767,75.20765,0,0,0,4,3,349,1,,1,,3,0,2,1.5,0,1,dune/sand,12LS,12LS,6sand,D,127,127D,2,1,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b103,45.735667,75.204633,0,0,0,4,4,349,,,,1,0,0,1,0,0,1,dune/sand,1HS,12HS,7sand,E,17,17E,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b104,45.73535,75.205567,0,0,0,4,4,348,,,,1,0,0,1,0,0,1,dune/sand,124HS,124HS,3sand,DE,1237,1237DE,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b11,45.73605,75.202883,0,0,0,4,4,342,,,,1,0,0,1,0,0,0,dune/sand,1HS,12HS,7sand,E,18,18E,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b12,45.73395,75.2076,0,0,0,3,4,348,1,,,1,10,0,2,5,0,0,alluvial,24C,24C,3all,C,24,24C,5,,,1,1,,,,,3,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b13,45.734183,75.208233,0,0,0,3,4,348,1,,,1,2,1,2,1,0.5,0,dune/sand,12HS,12HS,7sand,DEF,127,127DEF,2,,,,,,,,,,,,,,,1,,,,,
7934,AU2011,22.4,22,C,bsq22b14,45.73465,75.20825,0,0,0,3,4,346,,,2,,0,0,2,0,0,0,dune/sand,124LS,124LS,2sand,CD,1247,1247CD,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b15,45.734467,75.208567,,,,3,3,346,,,,,na,na,0,na,na,0,dune/sand,124LS,124LS,2sand,CD,1247,1247CD,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b16,45.734867,75.208317,0,0,0,3,4,347,1,,,,4,1,1,4,1,1,dune/sand,124LS,124LS,2sand,CD,247,247CD,2,,,,2,,,,,,,,,,,1,,,,,
7934,AU2011,22.3,22,C,bsq22b17,45.733933,75.202867,0,0,0,3,4,342,2,,,,28,0,2,14,0,0,dune/sand,124HS,124HS,3sand,CDE,1247,1247CDE,26,,2,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b18,45.7349,75.207667,,,,3,4,347,,,,,na,na,0,na,na,0,dune/sand,124LS,124LS,2sand,CD,147,147CD,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b19,45.734917,75.207317,0,0,0,3,4,348,1,,,1,14,0,2,7,0,1,dune/sand,124HS,124HS,3sand,CDE,1247,1247CDE,11,,,,3,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b2,45.7346,75.209317,0,0,0,3,4,350,2,,,,0,0,2,0,0,1,dune/sand,12LS,12LS,6sand,D,127,127D,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.3,22,C,bsq22b20,45.7335,75.202967,,,,3,3,340,,,,,na,na,0,na,na,0,dune/sand,12LS,124LS,2sand,CDE,147,147CDE,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.3,22,C,bsq22b21,45.733167,75.203133,0,0,0,3,4,344,1,,,,0,0,1,0,0,0,dune/sand,1LS,124LS,2sand,CDE,147,147CDE,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b22,45.7346,75.207533,,,,3,4,348,,,,,na,na,0,na,na,0,dune/sand,124HS,124HS,3sand,CDE,1247,1247CDE,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b23,45.7344,75.20785,,,,3,3,350,,,,,na,na,0,na,na,0,dune/sand,12HS,12HS,7sand,DEF,27,27DEF,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b24,45.734383,75.207083,0,0,0,3,4,349,,1,,,17,0,1,17,0,0,alluvial,4C,4C,1all,C,4,4C,11,5,,,,,,,,1,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b25,45.733867,75.2071,0,0,0,3,4,348,,1,1,,28,0,2,14,0,0,alluvial,24C,24C,3all,C,24,24C,26,,,1,,,,,,1,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b26,45.733433,75.20665,0,0,0,3,4,348,,,1,,34,0,1,34,0,0,alluvial,4C,4C,1all,C,4,4C,34,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b27,45.733067,75.206867,0,0,0,3,4,349,,,1,,42,0,1,42,0,0,alluvial,4C,4C,1all,C,4,4C,37,,,,,,,,,5,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b28,45.732867,75.206783,0,0,0,3,4,349,,,1,,21,0,1,21,0,1,alluvial,4C,4C,1all,C,4,4C,20,,,,,,,,,1,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b29,45.7352,75.20295,,,,4,1,339,,,,,na,na,0,na,na,0,dune/sand,1HS,12HS,7sand,DE,17,17DE,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b3,45.734367,75.20905,,,,3,3,349,,,,,na,na,0,na,na,0,dune/sand,124HS,124HS,3sand,DE,1247,1247DE,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.3,22,C,bsq22b30,45.7334,75.205783,0,0,0,3,4,349,,,,1,17,10,1,17,10,1,alluvial,24C,24C,3all,C,24,24C,14,,,,,,,,,3,,,,,,10,,,,,
7934,AU2011,22.4,22,C,bsq22b31,45.733867,75.206133,0,0,0,3,4,349,,,1,2,43,10,3,14.33333333,3.333333333,0,alluvial,4C,4C,1all,C,4,4C,41,,,,,,,,,2,,,,,,10,,,,,
7934,AU2011,22.3,22,C,bsq22b32,45.733483,75.206033,,,,3,3,349,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,24,24C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b33,45.735683,75.20365,,,,4,1,340,,,,,na,na,0,na,na,0,dune/sand,12LS,12LS,6sand,D,1258,1258D,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.3,22,C,bsq22b34,45.733783,75.205617,,,,3,2,350,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b35,45.735917,75.203317,0,0,0,4,4,340,,1,,,4,0,1,4,0,1,dune/sand,12LS,124LS,2sand,CD,347,1347CD,1,,1,,1,,,,,1,,,,,,,,,,,
7934,AU2011,22.3,22,C,bsq22b36,45.734033,75.205333,0,0,0,3,4,351,,1,,,0,0,1,0,0,1,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.3,22,C,bsq22b37,45.734317,75.205967,0,0,0,3,4,347,,,1,2,23,1,3,7.666666667,0.333333333,1,alluvial,4C,4C,1all,C,4,4C,22,,,,,,,,,1,,,,,,1,,,,,
7934,AU2011,22.1,22,C,bsq22b38,45.736367,75.203367,0,0,0,4,3,340,1,,,,6,3,1,6,3,1,dune/sand,1HS,12HS,7sand,DE,18,18DE,5,,,,1,,,,,,,,,,,3,,,,,
7934,AU2011,22.4,22,C,bsq22b39,45.73475,75.2064,,,,3,4,350,,,,,na,na,0,na,na,0,alluvial,4C,4C,1all,C,4,4C,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.4,22,C,bsq22b4,45.73415,75.208867,0,0,0,3,4,347,,,1,1,0,0,2,0,0,0,dune/sand,124HS,124HS,3sand,DE,1247,1247DE,,,,,,,,,,,,,,,,,,,,,
7934,AU2011,22.1,22,C,bsq22b40,45.737017,75.203117,,,,4,3,339,,,,,na,na,0,na,na,0,alluvial,24C,24C,3all,C,234,234C,,,,,,,,,,,,,,,,,,,,,
